VALUE	SIZE	NDX	NAME
0000000000000000	0	UND	
0000000000000000	0	ABS	1p2.c
0000000000000000	0	3	xdp
0000000000000000	0	5	.debug_abbrev
0000000000000000	0	8	.debug_str_offsets
0000000000000000	0	10	.debug_str
0000000000000000	0	11	.debug_addr
0000000000000000	0	17	.debug_frame
0000000000000000	0	19	.debug_line
0000000000000000	0	21	.debug_line_str
0000000000000000	72	3	xdp_demo
0000000000000000	4	4	_license
